sample_id,label,label_name,image_path,mode,width,height,array_shape,dtype,min_pixel,max_pixel,mean_pixel,std_pixel
4-4357,0,non-inclusion,Heat 4 images/imgs/04357.TIF,L,128,128,"(128, 128)",uint8,72.0,232.0,196.7529296875,11.889926523955316
4-4359,0,non-inclusion,Heat 4 images/imgs/04359.TIF,L,128,128,"(128, 128)",uint8,31.0,227.0,190.34466552734375,25.023551740498732
4-4364,0,non-inclusion,Heat 4 images/imgs/04364.TIF,L,128,128,"(128, 128)",uint8,27.0,234.0,191.09869384765625,30.210800535521912
4-4367,0,non-inclusion,Heat 4 images/imgs/04367.TIF,L,128,128,"(128, 128)",uint8,21.0,231.0,195.1583251953125,20.217544436810428
4-4373,0,non-inclusion,Heat 4 images/imgs/04373.TIF,L,128,128,"(128, 128)",uint8,38.0,227.0,191.144775390625,17.99503273606933
4-4374,0,non-inclusion,Heat 4 images/imgs/04374.TIF,L,128,128,"(128, 128)",uint8,30.0,235.0,191.6011962890625,26.35925484439393
4-4375,0,non-inclusion,Heat 4 images/imgs/04375.TIF,L,128,128,"(128, 128)",uint8,18.0,232.0,188.45562744140625,34.61645467687811
4-4376,0,non-inclusion,Heat 4 images/imgs/04376.TIF,L,128,128,"(128, 128)",uint8,25.0,228.0,185.8482666015625,28.590384440306998
4-4384,0,non-inclusion,Heat 4 images/imgs/04384.TIF,L,128,128,"(128, 128)",uint8,25.0,229.0,191.4759521484375,22.844827433159463
4-4385,0,non-inclusion,Heat 4 images/imgs/04385.TIF,L,128,128,"(128, 128)",uint8,52.0,230.0,189.948486328125,17.097160527392333
4-4387,0,non-inclusion,Heat 4 images/imgs/04387.TIF,L,128,128,"(128, 128)",uint8,39.0,224.0,192.55242919921875,14.274579104160805
4-4393,0,non-inclusion,Heat 4 images/imgs/04393.TIF,L,128,128,"(128, 128)",uint8,22.0,231.0,192.202392578125,28.28085383248391
4-4394,0,non-inclusion,Heat 4 images/imgs/04394.TIF,L,128,128,"(128, 128)",uint8,36.0,232.0,192.97137451171875,17.46038969821269
4-4397,0,non-inclusion,Heat 4 images/imgs/04397.TIF,L,128,128,"(128, 128)",uint8,25.0,231.0,193.75787353515625,26.742506439261234
4-4398,0,non-inclusion,Heat 4 images/imgs/04398.TIF,L,128,128,"(128, 128)",uint8,4.0,243.0,170.7506103515625,53.38278734283882
4-4399,0,non-inclusion,Heat 4 images/imgs/04399.TIF,L,128,128,"(128, 128)",uint8,52.0,230.0,194.13555908203125,13.847382255044096
4-4400,0,non-inclusion,Heat 4 images/imgs/04400.TIF,L,128,128,"(128, 128)",uint8,21.0,233.0,190.86737060546875,29.260622149311864
4-4405,0,non-inclusion,Heat 4 images/imgs/04405.TIF,L,128,128,"(128, 128)",uint8,22.0,237.0,189.24945068359375,37.05460060791269
4-4408,0,non-inclusion,Heat 4 images/imgs/04408.TIF,L,128,128,"(128, 128)",uint8,19.0,245.0,195.31341552734375,25.695196833963465
4-4409,0,non-inclusion,Heat 4 images/imgs/04409.TIF,L,128,128,"(128, 128)",uint8,39.0,233.0,194.5,19.04703842731364
4-4410,0,non-inclusion,Heat 4 images/imgs/04410.TIF,L,128,128,"(128, 128)",uint8,7.0,236.0,186.24591064453125,37.581537515606485
4-4412,0,non-inclusion,Heat 4 images/imgs/04412.TIF,L,128,128,"(128, 128)",uint8,25.0,230.0,192.999755859375,18.159113907598723
4-4413,0,non-inclusion,Heat 4 images/imgs/04413.TIF,L,128,128,"(128, 128)",uint8,23.0,243.0,195.8155517578125,19.88641543579477
4-4421,0,non-inclusion,Heat 4 images/imgs/04421.TIF,L,128,128,"(128, 128)",uint8,11.0,232.0,193.77728271484375,27.836706355841766
4-4422,0,non-inclusion,Heat 4 images/imgs/04422.TIF,L,128,128,"(128, 128)",uint8,14.0,236.0,192.6046142578125,27.215736830879433
4-4423,0,non-inclusion,Heat 4 images/imgs/04423.TIF,L,128,128,"(128, 128)",uint8,23.0,232.0,193.70294189453125,23.15169650188878
4-4428,0,non-inclusion,Heat 4 images/imgs/04428.TIF,L,128,128,"(128, 128)",uint8,46.0,236.0,194.32220458984375,20.33328576216538
4-4429,0,non-inclusion,Heat 4 images/imgs/04429.TIF,L,128,128,"(128, 128)",uint8,15.0,235.0,193.2850341796875,28.428298316375663
4-4430,0,non-inclusion,Heat 4 images/imgs/04430.TIF,L,128,128,"(128, 128)",uint8,70.0,233.0,198.11376953125,13.793140627455342
4-4431,0,non-inclusion,Heat 4 images/imgs/04431.TIF,L,128,128,"(128, 128)",uint8,111.0,233.0,197.5294189453125,9.862227883319859
4-4432,0,non-inclusion,Heat 4 images/imgs/04432.TIF,L,128,128,"(128, 128)",uint8,31.0,232.0,195.26239013671875,23.77497014962104
4-4434,0,non-inclusion,Heat 4 images/imgs/04434.TIF,L,128,128,"(128, 128)",uint8,42.0,234.0,196.7255859375,17.572127856097914
4-4438,0,non-inclusion,Heat 4 images/imgs/04438.TIF,L,128,128,"(128, 128)",uint8,17.0,231.0,193.135986328125,23.82109402218705
4-4442,0,non-inclusion,Heat 4 images/imgs/04442.TIF,L,128,128,"(128, 128)",uint8,15.0,229.0,192.6976318359375,27.266379453337063
4-4444,0,non-inclusion,Heat 4 images/imgs/04444.TIF,L,128,128,"(128, 128)",uint8,44.0,232.0,195.2449951171875,20.671583563940906
4-4446,0,non-inclusion,Heat 4 images/imgs/04446.TIF,L,128,128,"(128, 128)",uint8,29.0,230.0,193.82586669921875,24.572388124884508
4-4450,0,non-inclusion,Heat 4 images/imgs/04450.TIF,L,128,128,"(128, 128)",uint8,30.0,227.0,194.253662109375,17.820642636329573
4-4451,0,non-inclusion,Heat 4 images/imgs/04451.TIF,L,128,128,"(128, 128)",uint8,21.0,231.0,183.20501708984375,37.65417391482272
4-4453,0,non-inclusion,Heat 4 images/imgs/04453.TIF,L,128,128,"(128, 128)",uint8,23.0,228.0,191.45953369140625,20.36141821523445
4-4454,0,non-inclusion,Heat 4 images/imgs/04454.TIF,L,128,128,"(128, 128)",uint8,108.0,230.0,193.07122802734375,14.321239222801722
4-4457,0,non-inclusion,Heat 4 images/imgs/04457.TIF,L,128,128,"(128, 128)",uint8,1.0,231.0,184.9920654296875,40.92712697220322
4-4459,0,non-inclusion,Heat 4 images/imgs/04459.TIF,L,128,128,"(128, 128)",uint8,25.0,230.0,192.41156005859375,22.1562332655483
4-4460,0,non-inclusion,Heat 4 images/imgs/04460.TIF,L,128,128,"(128, 128)",uint8,34.0,232.0,194.47760009765625,19.154697918420364
4-4464,0,non-inclusion,Heat 4 images/imgs/04464.TIF,L,128,128,"(128, 128)",uint8,93.0,225.0,192.4981689453125,15.422385426164665
4-4467,0,non-inclusion,Heat 4 images/imgs/04467.TIF,L,128,128,"(128, 128)",uint8,25.0,227.0,191.50225830078125,21.477589718924527
4-4471,0,non-inclusion,Heat 4 images/imgs/04471.TIF,L,128,128,"(128, 128)",uint8,15.0,229.0,186.35003662109375,32.15673546840517
4-4472,0,non-inclusion,Heat 4 images/imgs/04472.TIF,L,128,128,"(128, 128)",uint8,28.0,232.0,191.11187744140625,27.507842375030265
4-4480,0,non-inclusion,Heat 4 images/imgs/04480.TIF,L,128,128,"(128, 128)",uint8,57.0,226.0,191.67041015625,14.746892496669743
4-4481,0,non-inclusion,Heat 4 images/imgs/04481.TIF,L,128,128,"(128, 128)",uint8,17.0,230.0,188.73455810546875,32.0013108873806
4-4482,0,non-inclusion,Heat 4 images/imgs/04482.TIF,L,128,128,"(128, 128)",uint8,68.0,229.0,193.849365234375,22.11423620558593
4-4487,0,non-inclusion,Heat 4 images/imgs/04487.TIF,L,128,128,"(128, 128)",uint8,24.0,230.0,196.818115234375,18.051186551049312
4-4490,0,non-inclusion,Heat 4 images/imgs/04490.TIF,L,128,128,"(128, 128)",uint8,78.0,239.0,197.96490478515625,12.666678815404369
4-4491,0,non-inclusion,Heat 4 images/imgs/04491.TIF,L,128,128,"(128, 128)",uint8,60.0,237.0,197.7391357421875,14.58117487641157
4-4494,0,non-inclusion,Heat 4 images/imgs/04494.TIF,L,128,128,"(128, 128)",uint8,23.0,230.0,191.224365234375,32.76771239606591
4-4495,0,non-inclusion,Heat 4 images/imgs/04495.TIF,L,128,128,"(128, 128)",uint8,18.0,229.0,190.31500244140625,26.78596633874144
4-4496,0,non-inclusion,Heat 4 images/imgs/04496.TIF,L,128,128,"(128, 128)",uint8,36.0,241.0,194.22265625,24.287259137681602
4-4499,0,non-inclusion,Heat 4 images/imgs/04499.TIF,L,128,128,"(128, 128)",uint8,38.0,234.0,195.6580810546875,14.481329258700628
4-4501,0,non-inclusion,Heat 4 images/imgs/04501.TIF,L,128,128,"(128, 128)",uint8,30.0,234.0,192.8433837890625,22.574689026512004
4-4502,0,non-inclusion,Heat 4 images/imgs/04502.TIF,L,128,128,"(128, 128)",uint8,23.0,229.0,187.49395751953125,30.203704366083016
4-4505,0,non-inclusion,Heat 4 images/imgs/04505.TIF,L,128,128,"(128, 128)",uint8,53.0,231.0,188.06103515625,28.326040331160197
4-4509,0,non-inclusion,Heat 4 images/imgs/04509.TIF,L,128,128,"(128, 128)",uint8,22.0,242.0,191.56451416015625,32.958484599018874
4-4510,0,non-inclusion,Heat 4 images/imgs/04510.TIF,L,128,128,"(128, 128)",uint8,17.0,237.0,195.8917236328125,21.85828870285529
4-4511,0,non-inclusion,Heat 4 images/imgs/04511.TIF,L,128,128,"(128, 128)",uint8,0.0,231.0,181.397216796875,47.08345894803814
4-4513,0,non-inclusion,Heat 4 images/imgs/04513.TIF,L,128,128,"(128, 128)",uint8,29.0,255.0,194.04296875,26.856845419259937
4-4514,0,non-inclusion,Heat 4 images/imgs/04514.TIF,L,128,128,"(128, 128)",uint8,54.0,233.0,197.4884033203125,13.456798906355209
4-4516,0,non-inclusion,Heat 4 images/imgs/04516.TIF,L,128,128,"(128, 128)",uint8,16.0,234.0,197.3328857421875,16.281745661020143
4-4525,0,non-inclusion,Heat 4 images/imgs/04525.TIF,L,128,128,"(128, 128)",uint8,19.0,234.0,192.20050048828125,25.56289438959779
4-4526,0,non-inclusion,Heat 4 images/imgs/04526.TIF,L,128,128,"(128, 128)",uint8,52.0,227.0,194.67596435546875,13.291587646726198
4-4533,0,non-inclusion,Heat 4 images/imgs/04533.TIF,L,128,128,"(128, 128)",uint8,25.0,230.0,196.968505859375,18.547789423381598
4-4534,0,non-inclusion,Heat 4 images/imgs/04534.TIF,L,128,128,"(128, 128)",uint8,27.0,231.0,192.45965576171875,29.273450356593386
4-4535,0,non-inclusion,Heat 4 images/imgs/04535.TIF,L,128,128,"(128, 128)",uint8,47.0,235.0,193.670166015625,18.48825042773623
4-4538,0,non-inclusion,Heat 4 images/imgs/04538.TIF,L,128,128,"(128, 128)",uint8,73.0,236.0,190.21868896484375,19.32471018338469
4-4541,0,non-inclusion,Heat 4 images/imgs/04541.TIF,L,128,128,"(128, 128)",uint8,35.0,233.0,195.29931640625,19.66422569016225
4-4543,0,non-inclusion,Heat 4 images/imgs/04543.TIF,L,128,128,"(128, 128)",uint8,34.0,229.0,191.82470703125,19.506988929654657
4-4546,0,non-inclusion,Heat 4 images/imgs/04546.TIF,L,128,128,"(128, 128)",uint8,24.0,233.0,189.8585205078125,32.882885864413424
4-4548,0,non-inclusion,Heat 4 images/imgs/04548.TIF,L,128,128,"(128, 128)",uint8,38.0,233.0,197.01806640625,16.69701904800196
4-4551,0,non-inclusion,Heat 4 images/imgs/04551.TIF,L,128,128,"(128, 128)",uint8,25.0,229.0,194.738525390625,21.15220465786078
4-4553,0,non-inclusion,Heat 4 images/imgs/04553.TIF,L,128,128,"(128, 128)",uint8,28.0,235.0,184.491455078125,30.95126627483212
4-4558,0,non-inclusion,Heat 4 images/imgs/04558.TIF,L,128,128,"(128, 128)",uint8,34.0,227.0,191.166748046875,18.49214367524898
4-4565,0,non-inclusion,Heat 4 images/imgs/04565.TIF,L,128,128,"(128, 128)",uint8,59.0,231.0,196.55377197265625,14.187621804982209
4-4567,0,non-inclusion,Heat 4 images/imgs/04567.TIF,L,128,128,"(128, 128)",uint8,30.0,231.0,193.33935546875,23.746133504646963
4-4568,0,non-inclusion,Heat 4 images/imgs/04568.TIF,L,128,128,"(128, 128)",uint8,21.0,230.0,192.2525634765625,27.609201343024786
4-4570,0,non-inclusion,Heat 4 images/imgs/04570.TIF,L,128,128,"(128, 128)",uint8,31.0,230.0,191.055419921875,18.885505921359293
4-4572,0,non-inclusion,Heat 4 images/imgs/04572.TIF,L,128,128,"(128, 128)",uint8,32.0,228.0,193.768798828125,20.274438814929283
1-4,0,non-inclusion,Heat 1 images/imgs/00004.TIF,L,128,128,"(128, 128)",uint8,66.0,239.0,200.0601806640625,14.77068915692445
1-5,0,non-inclusion,Heat 1 images/imgs/00005.TIF,L,128,128,"(128, 128)",uint8,37.0,239.0,201.5111083984375,13.884683017696934
1-7,0,non-inclusion,Heat 1 images/imgs/00007.TIF,L,128,128,"(128, 128)",uint8,55.0,233.0,200.0010986328125,16.061097755063116
1-9,0,non-inclusion,Heat 1 images/imgs/00009.TIF,L,128,128,"(128, 128)",uint8,39.0,233.0,198.364013671875,13.435281026954762
1-18,0,non-inclusion,Heat 1 images/imgs/00018.TIF,L,128,128,"(128, 128)",uint8,45.0,239.0,199.6895751953125,13.018848967279029
1-29,0,non-inclusion,Heat 1 images/imgs/00029.TIF,L,128,128,"(128, 128)",uint8,35.0,237.0,201.819580078125,14.758816797466036
1-34,0,non-inclusion,Heat 1 images/imgs/00034.TIF,L,128,128,"(128, 128)",uint8,49.0,236.0,199.71331787109375,15.199861654436104
1-41,0,non-inclusion,Heat 1 images/imgs/00041.TIF,L,128,128,"(128, 128)",uint8,72.0,236.0,202.56640625,12.359394136165653
1-51,0,non-inclusion,Heat 1 images/imgs/00051.TIF,L,128,128,"(128, 128)",uint8,32.0,240.0,201.87896728515625,17.140089070014522
1-52,0,non-inclusion,Heat 1 images/imgs/00052.TIF,L,128,128,"(128, 128)",uint8,145.0,235.0,195.94329833984375,10.549219427389131
1-54,0,non-inclusion,Heat 1 images/imgs/00054.TIF,L,128,128,"(128, 128)",uint8,69.0,235.0,200.37261962890625,10.816784051177597
1-61,0,non-inclusion,Heat 1 images/imgs/00061.TIF,L,128,128,"(128, 128)",uint8,80.0,234.0,198.37860107421875,10.9033186245006
1-71,0,non-inclusion,Heat 1 images/imgs/00071.TIF,L,128,128,"(128, 128)",uint8,89.0,237.0,200.980712890625,10.854843662490007
1-75,0,non-inclusion,Heat 1 images/imgs/00075.TIF,L,128,128,"(128, 128)",uint8,21.0,237.0,187.4219970703125,34.35828456540482
1-76,0,non-inclusion,Heat 1 images/imgs/00076.TIF,L,128,128,"(128, 128)",uint8,64.0,241.0,202.368408203125,13.44458908227331
1-78,0,non-inclusion,Heat 1 images/imgs/00078.TIF,L,128,128,"(128, 128)",uint8,74.0,235.0,199.5775146484375,10.41157297582071
1-79,0,non-inclusion,Heat 1 images/imgs/00079.TIF,L,128,128,"(128, 128)",uint8,104.0,252.0,198.04290771484375,17.794523611187252
1-81,0,non-inclusion,Heat 1 images/imgs/00081.TIF,L,128,128,"(128, 128)",uint8,96.0,236.0,200.5001220703125,15.398213547481696
1-82,0,non-inclusion,Heat 1 images/imgs/00082.TIF,L,128,128,"(128, 128)",uint8,96.0,239.0,198.74456787109375,14.42777340897769
1-86,0,non-inclusion,Heat 1 images/imgs/00086.TIF,L,128,128,"(128, 128)",uint8,110.0,236.0,198.88079833984375,14.05504619981947
1-89,0,non-inclusion,Heat 1 images/imgs/00089.TIF,L,128,128,"(128, 128)",uint8,36.0,240.0,202.03497314453125,16.31132688622596
1-96,0,non-inclusion,Heat 1 images/imgs/00096.TIF,L,128,128,"(128, 128)",uint8,77.0,240.0,197.77001953125,20.18692771053197
1-102,0,non-inclusion,Heat 1 images/imgs/00102.TIF,L,128,128,"(128, 128)",uint8,73.0,241.0,196.475341796875,18.57399166541972
1-105,0,non-inclusion,Heat 1 images/imgs/00105.TIF,L,128,128,"(128, 128)",uint8,40.0,235.0,198.74786376953125,15.41725453444545
1-109,0,non-inclusion,Heat 1 images/imgs/00109.TIF,L,128,128,"(128, 128)",uint8,38.0,239.0,200.49432373046875,16.337414134203254
1-112,0,non-inclusion,Heat 1 images/imgs/00112.TIF,L,128,128,"(128, 128)",uint8,96.0,254.0,198.07843017578125,16.708722564657155
1-113,0,non-inclusion,Heat 1 images/imgs/00113.TIF,L,128,128,"(128, 128)",uint8,83.0,241.0,192.5760498046875,21.797209957584467
1-125,0,non-inclusion,Heat 1 images/imgs/00125.TIF,L,128,128,"(128, 128)",uint8,20.0,241.0,200.99664306640625,15.13042422624538
1-136,0,non-inclusion,Heat 1 images/imgs/00136.TIF,L,128,128,"(128, 128)",uint8,64.0,235.0,197.85205078125,12.843316054612659
1-143,0,non-inclusion,Heat 1 images/imgs/00143.TIF,L,128,128,"(128, 128)",uint8,152.0,233.0,198.25360107421875,9.73931859176369
1-148,0,non-inclusion,Heat 1 images/imgs/00148.TIF,L,128,128,"(128, 128)",uint8,43.0,237.0,201.70477294921875,12.080077933648369
1-152,0,non-inclusion,Heat 1 images/imgs/00152.TIF,L,128,128,"(128, 128)",uint8,141.0,234.0,201.869384765625,9.869647491864852
1-155,0,non-inclusion,Heat 1 images/imgs/00155.TIF,L,128,128,"(128, 128)",uint8,84.0,231.0,199.8477783203125,11.2466096213168
1-159,0,non-inclusion,Heat 1 images/imgs/00159.TIF,L,128,128,"(128, 128)",uint8,53.0,237.0,191.78875732421875,32.27217311080317
1-164,0,non-inclusion,Heat 1 images/imgs/00164.TIF,L,128,128,"(128, 128)",uint8,69.0,242.0,201.4971923828125,12.254537860399846
1-169,0,non-inclusion,Heat 1 images/imgs/00169.TIF,L,128,128,"(128, 128)",uint8,55.0,241.0,197.9378662109375,14.205580155569827
1-179,0,non-inclusion,Heat 1 images/imgs/00179.TIF,L,128,128,"(128, 128)",uint8,24.0,233.0,198.14385986328125,15.909860228307098
1-184,0,non-inclusion,Heat 1 images/imgs/00184.TIF,L,128,128,"(128, 128)",uint8,92.0,234.0,198.20654296875,10.40499200176278
1-186,0,non-inclusion,Heat 1 images/imgs/00186.TIF,L,128,128,"(128, 128)",uint8,43.0,241.0,201.80517578125,15.646325527361478
1-194,0,non-inclusion,Heat 1 images/imgs/00194.TIF,L,128,128,"(128, 128)",uint8,31.0,235.0,199.34954833984375,16.58177154290461
1-200,0,non-inclusion,Heat 1 images/imgs/00200.TIF,L,128,128,"(128, 128)",uint8,46.0,232.0,197.78314208984375,16.466971900284868
1-204,0,non-inclusion,Heat 1 images/imgs/00204.TIF,L,128,128,"(128, 128)",uint8,71.0,236.0,197.87255859375,11.791373671586065
1-207,0,non-inclusion,Heat 1 images/imgs/00207.TIF,L,128,128,"(128, 128)",uint8,45.0,236.0,197.09173583984375,15.594120112859267
1-213,0,non-inclusion,Heat 1 images/imgs/00213.TIF,L,128,128,"(128, 128)",uint8,61.0,247.0,202.54998779296875,11.637481381305905
1-214,0,non-inclusion,Heat 1 images/imgs/00214.TIF,L,128,128,"(128, 128)",uint8,29.0,233.0,201.0797119140625,15.242874023974498
1-215,0,non-inclusion,Heat 1 images/imgs/00215.TIF,L,128,128,"(128, 128)",uint8,154.0,237.0,198.91815185546875,10.362913121401025
1-216,0,non-inclusion,Heat 1 images/imgs/00216.TIF,L,128,128,"(128, 128)",uint8,130.0,234.0,196.760986328125,12.212449478681348
1-227,0,non-inclusion,Heat 1 images/imgs/00227.TIF,L,128,128,"(128, 128)",uint8,138.0,232.0,198.39483642578125,8.969004525874515
1-235,0,non-inclusion,Heat 1 images/imgs/00235.TIF,L,128,128,"(128, 128)",uint8,136.0,237.0,200.27239990234375,11.20390208045212
1-238,0,non-inclusion,Heat 1 images/imgs/00238.TIF,L,128,128,"(128, 128)",uint8,96.0,244.0,202.257568359375,12.112623207304184
1-252,0,non-inclusion,Heat 1 images/imgs/00252.TIF,L,128,128,"(128, 128)",uint8,128.0,231.0,197.75799560546875,9.85321176153029
1-256,0,non-inclusion,Heat 1 images/imgs/00256.TIF,L,128,128,"(128, 128)",uint8,154.0,235.0,199.65240478515625,8.692856954952957
1-262,0,non-inclusion,Heat 1 images/imgs/00262.TIF,L,128,128,"(128, 128)",uint8,150.0,235.0,200.40350341796875,10.780031178003094
1-268,0,non-inclusion,Heat 1 images/imgs/00268.TIF,L,128,128,"(128, 128)",uint8,64.0,236.0,199.864013671875,10.948897583980798
1-273,0,non-inclusion,Heat 1 images/imgs/00273.TIF,L,128,128,"(128, 128)",uint8,64.0,238.0,200.76751708984375,13.869353863782877
1-277,0,non-inclusion,Heat 1 images/imgs/00277.TIF,L,128,128,"(128, 128)",uint8,46.0,236.0,200.85662841796875,14.848387885966682
1-278,0,non-inclusion,Heat 1 images/imgs/00278.TIF,L,128,128,"(128, 128)",uint8,34.0,237.0,201.4678955078125,12.939087672992786
1-283,0,non-inclusion,Heat 1 images/imgs/00283.TIF,L,128,128,"(128, 128)",uint8,64.0,238.0,198.8038330078125,18.061083285580523
1-289,0,non-inclusion,Heat 1 images/imgs/00289.TIF,L,128,128,"(128, 128)",uint8,43.0,236.0,200.95574951171875,16.135729000896756
1-292,0,non-inclusion,Heat 1 images/imgs/00292.TIF,L,128,128,"(128, 128)",uint8,47.0,234.0,199.546142578125,13.840648275662849
1-301,0,non-inclusion,Heat 1 images/imgs/00301.TIF,L,128,128,"(128, 128)",uint8,60.0,232.0,198.772216796875,11.739788180845688
1-319,0,non-inclusion,Heat 1 images/imgs/00319.TIF,L,128,128,"(128, 128)",uint8,51.0,238.0,201.9285888671875,14.016509972789159
1-323,0,non-inclusion,Heat 1 images/imgs/00323.TIF,L,128,128,"(128, 128)",uint8,82.0,237.0,199.79730224609375,11.29129206129795
1-324,0,non-inclusion,Heat 1 images/imgs/00324.TIF,L,128,128,"(128, 128)",uint8,132.0,233.0,196.301025390625,11.583430545671112
1-338,0,non-inclusion,Heat 1 images/imgs/00338.TIF,L,128,128,"(128, 128)",uint8,43.0,240.0,200.54925537109375,15.855657374685492
1-339,0,non-inclusion,Heat 1 images/imgs/00339.TIF,L,128,128,"(128, 128)",uint8,66.0,238.0,201.8924560546875,12.916655790096236
1-341,0,non-inclusion,Heat 1 images/imgs/00341.TIF,L,128,128,"(128, 128)",uint8,25.0,231.0,195.748779296875,15.044587003944605
1-342,0,non-inclusion,Heat 1 images/imgs/00342.TIF,L,128,128,"(128, 128)",uint8,61.0,241.0,201.9305419921875,11.45467289161505
1-345,0,non-inclusion,Heat 1 images/imgs/00345.TIF,L,128,128,"(128, 128)",uint8,61.0,245.0,201.617431640625,12.410406610246705
1-356,0,non-inclusion,Heat 1 images/imgs/00356.TIF,L,128,128,"(128, 128)",uint8,64.0,232.0,197.80145263671875,12.57347819208662
1-383,0,non-inclusion,Heat 1 images/imgs/00383.TIF,L,128,128,"(128, 128)",uint8,139.0,238.0,198.16058349609375,10.818675149192302
1-384,0,non-inclusion,Heat 1 images/imgs/00384.TIF,L,128,128,"(128, 128)",uint8,90.0,238.0,202.12957763671875,9.928614549984108
1-386,0,non-inclusion,Heat 1 images/imgs/00386.TIF,L,128,128,"(128, 128)",uint8,20.0,234.0,183.83148193359375,41.73306440521204
1-399,0,non-inclusion,Heat 1 images/imgs/00399.TIF,L,128,128,"(128, 128)",uint8,133.0,236.0,199.38751220703125,11.616256700788792
1-402,0,non-inclusion,Heat 1 images/imgs/00402.TIF,L,128,128,"(128, 128)",uint8,94.0,237.0,198.07147216796875,14.940481090825006
1-406,0,non-inclusion,Heat 1 images/imgs/00406.TIF,L,128,128,"(128, 128)",uint8,113.0,237.0,192.4278564453125,14.556024592866764
1-410,0,non-inclusion,Heat 1 images/imgs/00410.TIF,L,128,128,"(128, 128)",uint8,34.0,237.0,193.20050048828125,20.047597104188203
1-412,0,non-inclusion,Heat 1 images/imgs/00412.TIF,L,128,128,"(128, 128)",uint8,74.0,235.0,198.6458740234375,12.125511831487204
1-425,0,non-inclusion,Heat 1 images/imgs/00425.TIF,L,128,128,"(128, 128)",uint8,43.0,234.0,200.015625,13.097986523758623
1-427,0,non-inclusion,Heat 1 images/imgs/00427.TIF,L,128,128,"(128, 128)",uint8,138.0,236.0,199.6668701171875,9.996879936537816
1-441,0,non-inclusion,Heat 1 images/imgs/00441.TIF,L,128,128,"(128, 128)",uint8,66.0,237.0,196.78155517578125,10.490652187715298
1-444,0,non-inclusion,Heat 1 images/imgs/00444.TIF,L,128,128,"(128, 128)",uint8,118.0,233.0,198.29901123046875,9.9235669816615
1-448,0,non-inclusion,Heat 1 images/imgs/00448.TIF,L,128,128,"(128, 128)",uint8,45.0,235.0,201.0235595703125,13.273676392985825
1-463,0,non-inclusion,Heat 1 images/imgs/00463.TIF,L,128,128,"(128, 128)",uint8,25.0,239.0,200.80120849609375,15.591928939398613
1-470,0,non-inclusion,Heat 1 images/imgs/00470.TIF,L,128,128,"(128, 128)",uint8,74.0,232.0,198.4083251953125,10.963379829810036
1-472,0,non-inclusion,Heat 1 images/imgs/00472.TIF,L,128,128,"(128, 128)",uint8,85.0,245.0,193.41058349609375,20.54354328504346
1-476,0,non-inclusion,Heat 1 images/imgs/00476.TIF,L,128,128,"(128, 128)",uint8,21.0,234.0,196.882080078125,15.314062776420567
1-492,0,non-inclusion,Heat 1 images/imgs/00492.TIF,L,128,128,"(128, 128)",uint8,17.0,232.0,164.32562255859375,32.18812746245389
1-503,0,non-inclusion,Heat 1 images/imgs/00503.TIF,L,128,128,"(128, 128)",uint8,20.0,230.0,195.8646240234375,15.902941499765689
1-527,0,non-inclusion,Heat 1 images/imgs/00527.TIF,L,128,128,"(128, 128)",uint8,43.0,233.0,198.80975341796875,16.083199669503554
1-529,0,non-inclusion,Heat 1 images/imgs/00529.TIF,L,128,128,"(128, 128)",uint8,41.0,239.0,200.3299560546875,15.032549843031456
1-533,0,non-inclusion,Heat 1 images/imgs/00533.TIF,L,128,128,"(128, 128)",uint8,30.0,237.0,179.24444580078125,41.93184108220684
1-537,0,non-inclusion,Heat 1 images/imgs/00537.TIF,L,128,128,"(128, 128)",uint8,145.0,230.0,198.52276611328125,9.109909357450329
1-543,0,non-inclusion,Heat 1 images/imgs/00543.TIF,L,128,128,"(128, 128)",uint8,48.0,231.0,196.7586669921875,13.56788525646002
1-550,0,non-inclusion,Heat 1 images/imgs/00550.TIF,L,128,128,"(128, 128)",uint8,57.0,234.0,199.55908203125,10.52547252210481
1-558,0,non-inclusion,Heat 1 images/imgs/00558.TIF,L,128,128,"(128, 128)",uint8,128.0,235.0,192.55047607421875,11.27896189650477
1-583,0,non-inclusion,Heat 1 images/imgs/00583.TIF,L,128,128,"(128, 128)",uint8,90.0,232.0,198.39056396484375,11.38790203754446
1-589,0,non-inclusion,Heat 1 images/imgs/00589.TIF,L,128,128,"(128, 128)",uint8,33.0,242.0,199.0592041015625,14.484123371308865
1-591,0,non-inclusion,Heat 1 images/imgs/00591.TIF,L,128,128,"(128, 128)",uint8,98.0,231.0,192.7362060546875,14.79419747621864
1-593,0,non-inclusion,Heat 1 images/imgs/00593.TIF,L,128,128,"(128, 128)",uint8,92.0,229.0,189.37677001953125,14.66757957346026
1-596,0,non-inclusion,Heat 1 images/imgs/00596.TIF,L,128,128,"(128, 128)",uint8,118.0,238.0,186.81292724609375,16.433967698401066
1-604,0,non-inclusion,Heat 1 images/imgs/00604.TIF,L,128,128,"(128, 128)",uint8,57.0,234.0,190.11865234375,19.770218308680487
1-615,0,non-inclusion,Heat 1 images/imgs/00615.TIF,L,128,128,"(128, 128)",uint8,9.0,242.0,186.61016845703125,32.067427308112435
1-621,0,non-inclusion,Heat 1 images/imgs/00621.TIF,L,128,128,"(128, 128)",uint8,94.0,236.0,199.7103271484375,11.806714679116611
