sample_id,heat,part,image_path,label,label_name
4-1775,4,1775,Heat 4 images/imgs/01775.TIF,0,non-inclusion
4-1776,4,1776,Heat 4 images/imgs/01776.TIF,0,non-inclusion
4-1779,4,1779,Heat 4 images/imgs/01779.TIF,0,non-inclusion
4-1781,4,1781,Heat 4 images/imgs/01781.TIF,0,non-inclusion
4-1782,4,1782,Heat 4 images/imgs/01782.TIF,0,non-inclusion
4-1783,4,1783,Heat 4 images/imgs/01783.TIF,0,non-inclusion
4-1784,4,1784,Heat 4 images/imgs/01784.TIF,0,non-inclusion
4-1788,4,1788,Heat 4 images/imgs/01788.TIF,0,non-inclusion
4-1790,4,1790,Heat 4 images/imgs/01790.TIF,0,non-inclusion
4-1791,4,1791,Heat 4 images/imgs/01791.TIF,0,non-inclusion
4-1792,4,1792,Heat 4 images/imgs/01792.TIF,0,non-inclusion
4-1794,4,1794,Heat 4 images/imgs/01794.TIF,0,non-inclusion
4-1795,4,1795,Heat 4 images/imgs/01795.TIF,0,non-inclusion
4-1797,4,1797,Heat 4 images/imgs/01797.TIF,0,non-inclusion
4-1800,4,1800,Heat 4 images/imgs/01800.TIF,0,non-inclusion
4-1803,4,1803,Heat 4 images/imgs/01803.TIF,0,non-inclusion
4-1806,4,1806,Heat 4 images/imgs/01806.TIF,0,non-inclusion
4-1809,4,1809,Heat 4 images/imgs/01809.TIF,0,non-inclusion
4-1814,4,1814,Heat 4 images/imgs/01814.TIF,0,non-inclusion
4-1816,4,1816,Heat 4 images/imgs/01816.TIF,0,non-inclusion
4-1818,4,1818,Heat 4 images/imgs/01818.TIF,0,non-inclusion
4-1822,4,1822,Heat 4 images/imgs/01822.TIF,0,non-inclusion
4-1823,4,1823,Heat 4 images/imgs/01823.TIF,0,non-inclusion
4-1824,4,1824,Heat 4 images/imgs/01824.TIF,0,non-inclusion
4-1826,4,1826,Heat 4 images/imgs/01826.TIF,0,non-inclusion
4-1827,4,1827,Heat 4 images/imgs/01827.TIF,0,non-inclusion
4-1829,4,1829,Heat 4 images/imgs/01829.TIF,0,non-inclusion
4-1832,4,1832,Heat 4 images/imgs/01832.TIF,0,non-inclusion
4-1836,4,1836,Heat 4 images/imgs/01836.TIF,0,non-inclusion
4-1837,4,1837,Heat 4 images/imgs/01837.TIF,0,non-inclusion
4-1838,4,1838,Heat 4 images/imgs/01838.TIF,0,non-inclusion
4-1839,4,1839,Heat 4 images/imgs/01839.TIF,0,non-inclusion
4-1842,4,1842,Heat 4 images/imgs/01842.TIF,0,non-inclusion
4-1844,4,1844,Heat 4 images/imgs/01844.TIF,0,non-inclusion
4-1845,4,1845,Heat 4 images/imgs/01845.TIF,0,non-inclusion
4-1847,4,1847,Heat 4 images/imgs/01847.TIF,0,non-inclusion
4-1849,4,1849,Heat 4 images/imgs/01849.TIF,0,non-inclusion
4-1853,4,1853,Heat 4 images/imgs/01853.TIF,0,non-inclusion
4-1854,4,1854,Heat 4 images/imgs/01854.TIF,0,non-inclusion
4-1855,4,1855,Heat 4 images/imgs/01855.TIF,0,non-inclusion
4-1856,4,1856,Heat 4 images/imgs/01856.TIF,0,non-inclusion
4-1857,4,1857,Heat 4 images/imgs/01857.TIF,0,non-inclusion
4-1859,4,1859,Heat 4 images/imgs/01859.TIF,0,non-inclusion
4-1860,4,1860,Heat 4 images/imgs/01860.TIF,0,non-inclusion
4-1861,4,1861,Heat 4 images/imgs/01861.TIF,0,non-inclusion
4-1865,4,1865,Heat 4 images/imgs/01865.TIF,0,non-inclusion
4-1867,4,1867,Heat 4 images/imgs/01867.TIF,0,non-inclusion
4-1868,4,1868,Heat 4 images/imgs/01868.TIF,0,non-inclusion
4-1870,4,1870,Heat 4 images/imgs/01870.TIF,0,non-inclusion
4-1871,4,1871,Heat 4 images/imgs/01871.TIF,0,non-inclusion
4-1872,4,1872,Heat 4 images/imgs/01872.TIF,0,non-inclusion
4-1873,4,1873,Heat 4 images/imgs/01873.TIF,0,non-inclusion
4-1878,4,1878,Heat 4 images/imgs/01878.TIF,0,non-inclusion
4-1881,4,1881,Heat 4 images/imgs/01881.TIF,0,non-inclusion
4-1887,4,1887,Heat 4 images/imgs/01887.TIF,0,non-inclusion
4-1888,4,1888,Heat 4 images/imgs/01888.TIF,0,non-inclusion
4-1890,4,1890,Heat 4 images/imgs/01890.TIF,0,non-inclusion
4-1895,4,1895,Heat 4 images/imgs/01895.TIF,0,non-inclusion
4-1896,4,1896,Heat 4 images/imgs/01896.TIF,0,non-inclusion
4-1897,4,1897,Heat 4 images/imgs/01897.TIF,0,non-inclusion
4-1899,4,1899,Heat 4 images/imgs/01899.TIF,0,non-inclusion
4-1900,4,1900,Heat 4 images/imgs/01900.TIF,0,non-inclusion
4-1905,4,1905,Heat 4 images/imgs/01905.TIF,0,non-inclusion
4-1908,4,1908,Heat 4 images/imgs/01908.TIF,0,non-inclusion
4-1910,4,1910,Heat 4 images/imgs/01910.TIF,0,non-inclusion
4-1911,4,1911,Heat 4 images/imgs/01911.TIF,0,non-inclusion
4-1915,4,1915,Heat 4 images/imgs/01915.TIF,0,non-inclusion
4-1917,4,1917,Heat 4 images/imgs/01917.TIF,0,non-inclusion
4-1918,4,1918,Heat 4 images/imgs/01918.TIF,0,non-inclusion
4-1920,4,1920,Heat 4 images/imgs/01920.TIF,0,non-inclusion
4-1921,4,1921,Heat 4 images/imgs/01921.TIF,0,non-inclusion
4-1923,4,1923,Heat 4 images/imgs/01923.TIF,0,non-inclusion
4-1924,4,1924,Heat 4 images/imgs/01924.TIF,0,non-inclusion
4-1926,4,1926,Heat 4 images/imgs/01926.TIF,0,non-inclusion
4-1928,4,1928,Heat 4 images/imgs/01928.TIF,0,non-inclusion
4-1931,4,1931,Heat 4 images/imgs/01931.TIF,0,non-inclusion
4-1933,4,1933,Heat 4 images/imgs/01933.TIF,0,non-inclusion
4-1935,4,1935,Heat 4 images/imgs/01935.TIF,0,non-inclusion
4-1936,4,1936,Heat 4 images/imgs/01936.TIF,0,non-inclusion
4-1937,4,1937,Heat 4 images/imgs/01937.TIF,0,non-inclusion
4-1938,4,1938,Heat 4 images/imgs/01938.TIF,0,non-inclusion
4-1939,4,1939,Heat 4 images/imgs/01939.TIF,0,non-inclusion
4-1940,4,1940,Heat 4 images/imgs/01940.TIF,0,non-inclusion
4-1941,4,1941,Heat 4 images/imgs/01941.TIF,0,non-inclusion
4-1942,4,1942,Heat 4 images/imgs/01942.TIF,0,non-inclusion
4-1943,4,1943,Heat 4 images/imgs/01943.TIF,0,non-inclusion
4-1947,4,1947,Heat 4 images/imgs/01947.TIF,0,non-inclusion
4-1949,4,1949,Heat 4 images/imgs/01949.TIF,0,non-inclusion
4-1952,4,1952,Heat 4 images/imgs/01952.TIF,0,non-inclusion
4-1953,4,1953,Heat 4 images/imgs/01953.TIF,0,non-inclusion
4-1954,4,1954,Heat 4 images/imgs/01954.TIF,0,non-inclusion
4-1955,4,1955,Heat 4 images/imgs/01955.TIF,0,non-inclusion
4-1956,4,1956,Heat 4 images/imgs/01956.TIF,0,non-inclusion
4-1957,4,1957,Heat 4 images/imgs/01957.TIF,0,non-inclusion
4-1958,4,1958,Heat 4 images/imgs/01958.TIF,0,non-inclusion
4-1959,4,1959,Heat 4 images/imgs/01959.TIF,0,non-inclusion
4-1966,4,1966,Heat 4 images/imgs/01966.TIF,0,non-inclusion
4-1967,4,1967,Heat 4 images/imgs/01967.TIF,0,non-inclusion
4-1970,4,1970,Heat 4 images/imgs/01970.TIF,0,non-inclusion
4-1971,4,1971,Heat 4 images/imgs/01971.TIF,0,non-inclusion
4-1972,4,1972,Heat 4 images/imgs/01972.TIF,0,non-inclusion
4-1977,4,1977,Heat 4 images/imgs/01977.TIF,0,non-inclusion
4-1980,4,1980,Heat 4 images/imgs/01980.TIF,0,non-inclusion
4-1982,4,1982,Heat 4 images/imgs/01982.TIF,0,non-inclusion
4-1984,4,1984,Heat 4 images/imgs/01984.TIF,0,non-inclusion
4-1985,4,1985,Heat 4 images/imgs/01985.TIF,0,non-inclusion
4-1987,4,1987,Heat 4 images/imgs/01987.TIF,0,non-inclusion
4-1989,4,1989,Heat 4 images/imgs/01989.TIF,0,non-inclusion
4-1990,4,1990,Heat 4 images/imgs/01990.TIF,0,non-inclusion
4-1991,4,1991,Heat 4 images/imgs/01991.TIF,0,non-inclusion
4-1994,4,1994,Heat 4 images/imgs/01994.TIF,0,non-inclusion
4-1995,4,1995,Heat 4 images/imgs/01995.TIF,0,non-inclusion
4-1999,4,1999,Heat 4 images/imgs/01999.TIF,0,non-inclusion
4-2000,4,2000,Heat 4 images/imgs/02000.TIF,0,non-inclusion
4-2004,4,2004,Heat 4 images/imgs/02004.TIF,0,non-inclusion
4-2005,4,2005,Heat 4 images/imgs/02005.TIF,0,non-inclusion
4-2006,4,2006,Heat 4 images/imgs/02006.TIF,0,non-inclusion
4-2010,4,2010,Heat 4 images/imgs/02010.TIF,0,non-inclusion
4-2012,4,2012,Heat 4 images/imgs/02012.TIF,0,non-inclusion
4-2013,4,2013,Heat 4 images/imgs/02013.TIF,0,non-inclusion
4-2014,4,2014,Heat 4 images/imgs/02014.TIF,0,non-inclusion
4-2016,4,2016,Heat 4 images/imgs/02016.TIF,0,non-inclusion
4-2024,4,2024,Heat 4 images/imgs/02024.TIF,0,non-inclusion
4-2026,4,2026,Heat 4 images/imgs/02026.TIF,0,non-inclusion
4-2028,4,2028,Heat 4 images/imgs/02028.TIF,0,non-inclusion
4-2029,4,2029,Heat 4 images/imgs/02029.TIF,0,non-inclusion
4-2034,4,2034,Heat 4 images/imgs/02034.TIF,0,non-inclusion
4-2035,4,2035,Heat 4 images/imgs/02035.TIF,0,non-inclusion
4-2039,4,2039,Heat 4 images/imgs/02039.TIF,0,non-inclusion
4-2040,4,2040,Heat 4 images/imgs/02040.TIF,0,non-inclusion
4-2041,4,2041,Heat 4 images/imgs/02041.TIF,0,non-inclusion
4-2047,4,2047,Heat 4 images/imgs/02047.TIF,0,non-inclusion
4-2048,4,2048,Heat 4 images/imgs/02048.TIF,0,non-inclusion
4-2050,4,2050,Heat 4 images/imgs/02050.TIF,0,non-inclusion
4-2051,4,2051,Heat 4 images/imgs/02051.TIF,0,non-inclusion
4-2052,4,2052,Heat 4 images/imgs/02052.TIF,0,non-inclusion
4-2053,4,2053,Heat 4 images/imgs/02053.TIF,0,non-inclusion
4-2060,4,2060,Heat 4 images/imgs/02060.TIF,0,non-inclusion
4-2061,4,2061,Heat 4 images/imgs/02061.TIF,0,non-inclusion
4-2062,4,2062,Heat 4 images/imgs/02062.TIF,0,non-inclusion
4-2065,4,2065,Heat 4 images/imgs/02065.TIF,0,non-inclusion
4-2067,4,2067,Heat 4 images/imgs/02067.TIF,0,non-inclusion
4-2068,4,2068,Heat 4 images/imgs/02068.TIF,0,non-inclusion
4-2072,4,2072,Heat 4 images/imgs/02072.TIF,0,non-inclusion
4-2073,4,2073,Heat 4 images/imgs/02073.TIF,0,non-inclusion
4-2075,4,2075,Heat 4 images/imgs/02075.TIF,0,non-inclusion
4-2076,4,2076,Heat 4 images/imgs/02076.TIF,0,non-inclusion
4-2077,4,2077,Heat 4 images/imgs/02077.TIF,0,non-inclusion
4-2079,4,2079,Heat 4 images/imgs/02079.TIF,0,non-inclusion
4-2080,4,2080,Heat 4 images/imgs/02080.TIF,0,non-inclusion
4-2081,4,2081,Heat 4 images/imgs/02081.TIF,0,non-inclusion
4-2082,4,2082,Heat 4 images/imgs/02082.TIF,0,non-inclusion
4-2085,4,2085,Heat 4 images/imgs/02085.TIF,0,non-inclusion
4-2086,4,2086,Heat 4 images/imgs/02086.TIF,0,non-inclusion
4-2087,4,2087,Heat 4 images/imgs/02087.TIF,0,non-inclusion
4-2095,4,2095,Heat 4 images/imgs/02095.TIF,0,non-inclusion
4-2096,4,2096,Heat 4 images/imgs/02096.TIF,0,non-inclusion
4-2097,4,2097,Heat 4 images/imgs/02097.TIF,0,non-inclusion
4-2098,4,2098,Heat 4 images/imgs/02098.TIF,0,non-inclusion
4-2100,4,2100,Heat 4 images/imgs/02100.TIF,0,non-inclusion
4-2103,4,2103,Heat 4 images/imgs/02103.TIF,0,non-inclusion
4-2104,4,2104,Heat 4 images/imgs/02104.TIF,0,non-inclusion
4-2106,4,2106,Heat 4 images/imgs/02106.TIF,0,non-inclusion
4-2108,4,2108,Heat 4 images/imgs/02108.TIF,0,non-inclusion
4-2109,4,2109,Heat 4 images/imgs/02109.TIF,0,non-inclusion
4-2114,4,2114,Heat 4 images/imgs/02114.TIF,0,non-inclusion
4-2117,4,2117,Heat 4 images/imgs/02117.TIF,0,non-inclusion
4-2119,4,2119,Heat 4 images/imgs/02119.TIF,0,non-inclusion
4-2120,4,2120,Heat 4 images/imgs/02120.TIF,0,non-inclusion
4-2121,4,2121,Heat 4 images/imgs/02121.TIF,0,non-inclusion
4-2122,4,2122,Heat 4 images/imgs/02122.TIF,0,non-inclusion
4-2127,4,2127,Heat 4 images/imgs/02127.TIF,0,non-inclusion
4-2128,4,2128,Heat 4 images/imgs/02128.TIF,0,non-inclusion
4-2131,4,2131,Heat 4 images/imgs/02131.TIF,0,non-inclusion
4-2132,4,2132,Heat 4 images/imgs/02132.TIF,0,non-inclusion
4-2136,4,2136,Heat 4 images/imgs/02136.TIF,0,non-inclusion
4-2138,4,2138,Heat 4 images/imgs/02138.TIF,0,non-inclusion
4-2140,4,2140,Heat 4 images/imgs/02140.TIF,0,non-inclusion
4-2141,4,2141,Heat 4 images/imgs/02141.TIF,0,non-inclusion
4-2142,4,2142,Heat 4 images/imgs/02142.TIF,0,non-inclusion
4-2143,4,2143,Heat 4 images/imgs/02143.TIF,0,non-inclusion
4-2145,4,2145,Heat 4 images/imgs/02145.TIF,0,non-inclusion
4-2148,4,2148,Heat 4 images/imgs/02148.TIF,0,non-inclusion
4-2153,4,2153,Heat 4 images/imgs/02153.TIF,0,non-inclusion
4-2154,4,2154,Heat 4 images/imgs/02154.TIF,0,non-inclusion
4-2155,4,2155,Heat 4 images/imgs/02155.TIF,0,non-inclusion
4-2156,4,2156,Heat 4 images/imgs/02156.TIF,0,non-inclusion
4-2157,4,2157,Heat 4 images/imgs/02157.TIF,0,non-inclusion
4-2158,4,2158,Heat 4 images/imgs/02158.TIF,0,non-inclusion
4-2159,4,2159,Heat 4 images/imgs/02159.TIF,0,non-inclusion
4-2160,4,2160,Heat 4 images/imgs/02160.TIF,0,non-inclusion
4-2162,4,2162,Heat 4 images/imgs/02162.TIF,0,non-inclusion
4-2163,4,2163,Heat 4 images/imgs/02163.TIF,0,non-inclusion
4-2164,4,2164,Heat 4 images/imgs/02164.TIF,0,non-inclusion
4-2166,4,2166,Heat 4 images/imgs/02166.TIF,0,non-inclusion
4-2167,4,2167,Heat 4 images/imgs/02167.TIF,0,non-inclusion
4-2168,4,2168,Heat 4 images/imgs/02168.TIF,0,non-inclusion
4-2175,4,2175,Heat 4 images/imgs/02175.TIF,0,non-inclusion
4-2176,4,2176,Heat 4 images/imgs/02176.TIF,0,non-inclusion
4-2178,4,2178,Heat 4 images/imgs/02178.TIF,0,non-inclusion
4-2179,4,2179,Heat 4 images/imgs/02179.TIF,0,non-inclusion
4-2184,4,2184,Heat 4 images/imgs/02184.TIF,0,non-inclusion
4-2185,4,2185,Heat 4 images/imgs/02185.TIF,0,non-inclusion
4-2187,4,2187,Heat 4 images/imgs/02187.TIF,0,non-inclusion
4-2188,4,2188,Heat 4 images/imgs/02188.TIF,0,non-inclusion
4-2196,4,2196,Heat 4 images/imgs/02196.TIF,0,non-inclusion
4-2199,4,2199,Heat 4 images/imgs/02199.TIF,0,non-inclusion
4-2201,4,2201,Heat 4 images/imgs/02201.TIF,0,non-inclusion
4-2206,4,2206,Heat 4 images/imgs/02206.TIF,0,non-inclusion
4-2208,4,2208,Heat 4 images/imgs/02208.TIF,0,non-inclusion
4-2211,4,2211,Heat 4 images/imgs/02211.TIF,0,non-inclusion
4-2212,4,2212,Heat 4 images/imgs/02212.TIF,0,non-inclusion
4-2213,4,2213,Heat 4 images/imgs/02213.TIF,0,non-inclusion
4-2214,4,2214,Heat 4 images/imgs/02214.TIF,0,non-inclusion
4-2216,4,2216,Heat 4 images/imgs/02216.TIF,0,non-inclusion
4-2218,4,2218,Heat 4 images/imgs/02218.TIF,0,non-inclusion
4-2223,4,2223,Heat 4 images/imgs/02223.TIF,0,non-inclusion
4-2224,4,2224,Heat 4 images/imgs/02224.TIF,0,non-inclusion
4-2225,4,2225,Heat 4 images/imgs/02225.TIF,0,non-inclusion
4-2226,4,2226,Heat 4 images/imgs/02226.TIF,0,non-inclusion
4-2228,4,2228,Heat 4 images/imgs/02228.TIF,0,non-inclusion
4-2235,4,2235,Heat 4 images/imgs/02235.TIF,0,non-inclusion
4-2236,4,2236,Heat 4 images/imgs/02236.TIF,0,non-inclusion
4-2242,4,2242,Heat 4 images/imgs/02242.TIF,0,non-inclusion
4-2243,4,2243,Heat 4 images/imgs/02243.TIF,0,non-inclusion
4-2246,4,2246,Heat 4 images/imgs/02246.TIF,0,non-inclusion
4-2249,4,2249,Heat 4 images/imgs/02249.TIF,0,non-inclusion
4-2250,4,2250,Heat 4 images/imgs/02250.TIF,0,non-inclusion
4-2252,4,2252,Heat 4 images/imgs/02252.TIF,0,non-inclusion
4-2253,4,2253,Heat 4 images/imgs/02253.TIF,0,non-inclusion
4-2254,4,2254,Heat 4 images/imgs/02254.TIF,0,non-inclusion
4-2255,4,2255,Heat 4 images/imgs/02255.TIF,0,non-inclusion
4-2256,4,2256,Heat 4 images/imgs/02256.TIF,0,non-inclusion
4-2257,4,2257,Heat 4 images/imgs/02257.TIF,0,non-inclusion
4-2258,4,2258,Heat 4 images/imgs/02258.TIF,0,non-inclusion
4-2259,4,2259,Heat 4 images/imgs/02259.TIF,0,non-inclusion
4-2260,4,2260,Heat 4 images/imgs/02260.TIF,0,non-inclusion
4-2262,4,2262,Heat 4 images/imgs/02262.TIF,0,non-inclusion
4-2263,4,2263,Heat 4 images/imgs/02263.TIF,0,non-inclusion
4-2266,4,2266,Heat 4 images/imgs/02266.TIF,0,non-inclusion
4-2268,4,2268,Heat 4 images/imgs/02268.TIF,0,non-inclusion
4-2269,4,2269,Heat 4 images/imgs/02269.TIF,0,non-inclusion
4-2271,4,2271,Heat 4 images/imgs/02271.TIF,0,non-inclusion
4-2272,4,2272,Heat 4 images/imgs/02272.TIF,0,non-inclusion
4-2276,4,2276,Heat 4 images/imgs/02276.TIF,0,non-inclusion
4-2277,4,2277,Heat 4 images/imgs/02277.TIF,0,non-inclusion
4-2278,4,2278,Heat 4 images/imgs/02278.TIF,0,non-inclusion
4-2279,4,2279,Heat 4 images/imgs/02279.TIF,0,non-inclusion
4-2280,4,2280,Heat 4 images/imgs/02280.TIF,0,non-inclusion
4-2281,4,2281,Heat 4 images/imgs/02281.TIF,0,non-inclusion
4-2282,4,2282,Heat 4 images/imgs/02282.TIF,0,non-inclusion
4-2284,4,2284,Heat 4 images/imgs/02284.TIF,0,non-inclusion
4-2285,4,2285,Heat 4 images/imgs/02285.TIF,0,non-inclusion
4-2287,4,2287,Heat 4 images/imgs/02287.TIF,0,non-inclusion
4-2290,4,2290,Heat 4 images/imgs/02290.TIF,0,non-inclusion
4-2291,4,2291,Heat 4 images/imgs/02291.TIF,0,non-inclusion
4-2297,4,2297,Heat 4 images/imgs/02297.TIF,0,non-inclusion
4-2298,4,2298,Heat 4 images/imgs/02298.TIF,0,non-inclusion
4-2300,4,2300,Heat 4 images/imgs/02300.TIF,0,non-inclusion
4-2301,4,2301,Heat 4 images/imgs/02301.TIF,0,non-inclusion
4-2302,4,2302,Heat 4 images/imgs/02302.TIF,0,non-inclusion
4-2303,4,2303,Heat 4 images/imgs/02303.TIF,0,non-inclusion
4-2304,4,2304,Heat 4 images/imgs/02304.TIF,0,non-inclusion
4-2305,4,2305,Heat 4 images/imgs/02305.TIF,0,non-inclusion
4-2306,4,2306,Heat 4 images/imgs/02306.TIF,0,non-inclusion
4-2307,4,2307,Heat 4 images/imgs/02307.TIF,0,non-inclusion
4-2308,4,2308,Heat 4 images/imgs/02308.TIF,0,non-inclusion
4-2312,4,2312,Heat 4 images/imgs/02312.TIF,0,non-inclusion
4-2317,4,2317,Heat 4 images/imgs/02317.TIF,0,non-inclusion
4-2318,4,2318,Heat 4 images/imgs/02318.TIF,0,non-inclusion
4-2319,4,2319,Heat 4 images/imgs/02319.TIF,0,non-inclusion
4-2321,4,2321,Heat 4 images/imgs/02321.TIF,0,non-inclusion
4-2324,4,2324,Heat 4 images/imgs/02324.TIF,0,non-inclusion
4-2325,4,2325,Heat 4 images/imgs/02325.TIF,0,non-inclusion
4-2328,4,2328,Heat 4 images/imgs/02328.TIF,0,non-inclusion
4-2329,4,2329,Heat 4 images/imgs/02329.TIF,0,non-inclusion
4-2330,4,2330,Heat 4 images/imgs/02330.TIF,0,non-inclusion
4-2331,4,2331,Heat 4 images/imgs/02331.TIF,0,non-inclusion
4-2332,4,2332,Heat 4 images/imgs/02332.TIF,0,non-inclusion
4-2333,4,2333,Heat 4 images/imgs/02333.TIF,0,non-inclusion
4-2334,4,2334,Heat 4 images/imgs/02334.TIF,0,non-inclusion
4-2337,4,2337,Heat 4 images/imgs/02337.TIF,0,non-inclusion
4-2338,4,2338,Heat 4 images/imgs/02338.TIF,0,non-inclusion
4-2343,4,2343,Heat 4 images/imgs/02343.TIF,0,non-inclusion
4-2347,4,2347,Heat 4 images/imgs/02347.TIF,0,non-inclusion
4-2348,4,2348,Heat 4 images/imgs/02348.TIF,0,non-inclusion
4-2349,4,2349,Heat 4 images/imgs/02349.TIF,0,non-inclusion
4-2350,4,2350,Heat 4 images/imgs/02350.TIF,0,non-inclusion
4-2354,4,2354,Heat 4 images/imgs/02354.TIF,0,non-inclusion
4-2355,4,2355,Heat 4 images/imgs/02355.TIF,0,non-inclusion
4-2356,4,2356,Heat 4 images/imgs/02356.TIF,0,non-inclusion
4-2357,4,2357,Heat 4 images/imgs/02357.TIF,0,non-inclusion
4-2358,4,2358,Heat 4 images/imgs/02358.TIF,0,non-inclusion
4-2360,4,2360,Heat 4 images/imgs/02360.TIF,0,non-inclusion
4-2361,4,2361,Heat 4 images/imgs/02361.TIF,0,non-inclusion
4-2363,4,2363,Heat 4 images/imgs/02363.TIF,0,non-inclusion
4-2364,4,2364,Heat 4 images/imgs/02364.TIF,0,non-inclusion
4-2365,4,2365,Heat 4 images/imgs/02365.TIF,0,non-inclusion
4-2366,4,2366,Heat 4 images/imgs/02366.TIF,0,non-inclusion
4-2367,4,2367,Heat 4 images/imgs/02367.TIF,0,non-inclusion
4-2368,4,2368,Heat 4 images/imgs/02368.TIF,0,non-inclusion
4-2369,4,2369,Heat 4 images/imgs/02369.TIF,0,non-inclusion
4-2374,4,2374,Heat 4 images/imgs/02374.TIF,0,non-inclusion
4-2375,4,2375,Heat 4 images/imgs/02375.TIF,0,non-inclusion
4-2378,4,2378,Heat 4 images/imgs/02378.TIF,0,non-inclusion
4-2379,4,2379,Heat 4 images/imgs/02379.TIF,0,non-inclusion
4-2380,4,2380,Heat 4 images/imgs/02380.TIF,0,non-inclusion
4-2382,4,2382,Heat 4 images/imgs/02382.TIF,0,non-inclusion
4-2383,4,2383,Heat 4 images/imgs/02383.TIF,0,non-inclusion
4-2384,4,2384,Heat 4 images/imgs/02384.TIF,0,non-inclusion
4-2386,4,2386,Heat 4 images/imgs/02386.TIF,0,non-inclusion
4-2387,4,2387,Heat 4 images/imgs/02387.TIF,0,non-inclusion
4-2389,4,2389,Heat 4 images/imgs/02389.TIF,0,non-inclusion
4-2391,4,2391,Heat 4 images/imgs/02391.TIF,0,non-inclusion
4-2393,4,2393,Heat 4 images/imgs/02393.TIF,0,non-inclusion
4-2394,4,2394,Heat 4 images/imgs/02394.TIF,0,non-inclusion
4-2395,4,2395,Heat 4 images/imgs/02395.TIF,0,non-inclusion
4-2397,4,2397,Heat 4 images/imgs/02397.TIF,0,non-inclusion
4-2399,4,2399,Heat 4 images/imgs/02399.TIF,0,non-inclusion
4-2400,4,2400,Heat 4 images/imgs/02400.TIF,0,non-inclusion
4-2402,4,2402,Heat 4 images/imgs/02402.TIF,0,non-inclusion
4-2403,4,2403,Heat 4 images/imgs/02403.TIF,0,non-inclusion
4-2408,4,2408,Heat 4 images/imgs/02408.TIF,0,non-inclusion
4-2409,4,2409,Heat 4 images/imgs/02409.TIF,0,non-inclusion
4-2410,4,2410,Heat 4 images/imgs/02410.TIF,0,non-inclusion
4-2411,4,2411,Heat 4 images/imgs/02411.TIF,0,non-inclusion
4-2413,4,2413,Heat 4 images/imgs/02413.TIF,0,non-inclusion
4-2414,4,2414,Heat 4 images/imgs/02414.TIF,0,non-inclusion
4-2415,4,2415,Heat 4 images/imgs/02415.TIF,0,non-inclusion
4-2416,4,2416,Heat 4 images/imgs/02416.TIF,0,non-inclusion
4-2423,4,2423,Heat 4 images/imgs/02423.TIF,0,non-inclusion
4-2424,4,2424,Heat 4 images/imgs/02424.TIF,0,non-inclusion
4-2426,4,2426,Heat 4 images/imgs/02426.TIF,0,non-inclusion
4-2427,4,2427,Heat 4 images/imgs/02427.TIF,0,non-inclusion
4-2431,4,2431,Heat 4 images/imgs/02431.TIF,0,non-inclusion
4-2432,4,2432,Heat 4 images/imgs/02432.TIF,0,non-inclusion
4-2433,4,2433,Heat 4 images/imgs/02433.TIF,0,non-inclusion
4-2435,4,2435,Heat 4 images/imgs/02435.TIF,0,non-inclusion
4-2437,4,2437,Heat 4 images/imgs/02437.TIF,0,non-inclusion
4-2440,4,2440,Heat 4 images/imgs/02440.TIF,0,non-inclusion
4-2441,4,2441,Heat 4 images/imgs/02441.TIF,0,non-inclusion
4-2442,4,2442,Heat 4 images/imgs/02442.TIF,0,non-inclusion
4-2443,4,2443,Heat 4 images/imgs/02443.TIF,0,non-inclusion
4-2444,4,2444,Heat 4 images/imgs/02444.TIF,0,non-inclusion
4-2446,4,2446,Heat 4 images/imgs/02446.TIF,0,non-inclusion
4-2447,4,2447,Heat 4 images/imgs/02447.TIF,0,non-inclusion
4-2449,4,2449,Heat 4 images/imgs/02449.TIF,0,non-inclusion
4-2451,4,2451,Heat 4 images/imgs/02451.TIF,0,non-inclusion
4-2453,4,2453,Heat 4 images/imgs/02453.TIF,0,non-inclusion
4-2455,4,2455,Heat 4 images/imgs/02455.TIF,0,non-inclusion
4-2458,4,2458,Heat 4 images/imgs/02458.TIF,0,non-inclusion
4-2461,4,2461,Heat 4 images/imgs/02461.TIF,0,non-inclusion
4-2462,4,2462,Heat 4 images/imgs/02462.TIF,0,non-inclusion
4-2463,4,2463,Heat 4 images/imgs/02463.TIF,0,non-inclusion
4-2464,4,2464,Heat 4 images/imgs/02464.TIF,0,non-inclusion
4-2465,4,2465,Heat 4 images/imgs/02465.TIF,0,non-inclusion
4-2466,4,2466,Heat 4 images/imgs/02466.TIF,0,non-inclusion
4-2467,4,2467,Heat 4 images/imgs/02467.TIF,0,non-inclusion
4-2468,4,2468,Heat 4 images/imgs/02468.TIF,0,non-inclusion
4-2472,4,2472,Heat 4 images/imgs/02472.TIF,0,non-inclusion
4-2474,4,2474,Heat 4 images/imgs/02474.TIF,0,non-inclusion
4-2476,4,2476,Heat 4 images/imgs/02476.TIF,0,non-inclusion
4-2479,4,2479,Heat 4 images/imgs/02479.TIF,0,non-inclusion
4-2480,4,2480,Heat 4 images/imgs/02480.TIF,0,non-inclusion
4-2482,4,2482,Heat 4 images/imgs/02482.TIF,0,non-inclusion
4-2483,4,2483,Heat 4 images/imgs/02483.TIF,0,non-inclusion
4-2486,4,2486,Heat 4 images/imgs/02486.TIF,0,non-inclusion
